order_id,order_time,zone,category,order_value,delivery_time_mins,weather,delivery_cost,discount,freshness_hrs_left,contribution_margin
104965,2025-01-11 20:52:00,Indiranagar,Perishable,401.14,16,Clear,40,0,2,361.14
104966,2025-01-25 10:56:00,Koramangala,Home Needs,1150.32,18,Clear,40,100,500,1010.3199999999999
104967,2025-01-12 13:27:00,Indiranagar,Beverages,230.44,25,Clear,40,50,500,140.44
104968,2025-01-12 17:03:00,Whitefield,Beverages,514.09,14,Clear,40,0,500,474.09000000000003
104969,2025-01-23 21:55:00,Whitefield,Snacks,387.4,37,Rainy,45,0,500,342.4
104970,2025-01-04 21:25:00,Indiranagar,Snacks,845.24,12,Clear,40,0,500,805.24
104971,2025-01-21 01:54:00,Indiranagar,Home Needs,959.07,24,Clear,40,0,500,919.07
104972,2025-01-31 12:12:00,Jayanagar,Beverages,1052.7,16,Clear,40,0,500,1012.7
104973,2025-01-14 14:25:00,Whitefield,Perishable,164.35,18,Clear,40,50,39,74.35
104974,2025-01-28 17:53:00,Whitefield,Beverages,870.74,17,Clear,40,0,500,830.74
104975,2025-01-25 17:15:00,Koramangala,Beverages,212.23,25,Clear,40,0,500,172.23
104976,2025-01-24 16:43:00,HSR Layout,Perishable,970.42,25,Clear,40,0,18,930.42
104977,2025-01-21 09:03:00,Jayanagar,Beverages,357.8,15,Clear,40,0,500,317.8
104978,2025-01-10 19:13:00,Indiranagar,Beverages,504.53,40,Rainy,45,0,500,459.53
104979,2025-01-10 19:56:00,Jayanagar,Snacks,804.2,15,Clear,40,0,500,764.2
104980,2025-01-15 18:21:00,Jayanagar,Perishable,1032.77,25,Clear,40,0,10,992.77
104981,2025-01-17 17:54:00,HSR Layout,Snacks,870.19,20,Clear,40,0,500,830.19
104982,2025-01-12 17:20:00,Indiranagar,Snacks,801.22,13,Clear,40,100,500,661.22
104983,2025-01-31 19:26:00,Indiranagar,Snacks,1115.3,15,Clear,40,0,500,1075.3
104984,2025-01-14 20:31:00,Jayanagar,Snacks,725.19,25,Clear,40,0,500,685.19
104985,2025-01-13 06:56:00,Jayanagar,Snacks,302.64,17,Cloudy,40,100,500,162.64
104986,2025-01-01 21:02:00,HSR Layout,Snacks,581.75,24,Clear,40,0,500,541.75
104987,2025-01-17 17:19:00,Whitefield,Beverages,1093.52,18,Clear,40,100,500,953.52
104988,2025-01-14 17:47:00,Whitefield,Home Needs,253.18,32,Rainy,45,50,500,158.18
104989,2025-01-25 21:05:00,Koramangala,Perishable,570.34,13,Clear,40,50,22,480.34000000000003
104990,2025-01-12 14:56:00,Koramangala,Beverages,654.83,11,Clear,40,0,500,614.83
104991,2025-01-09 13:22:00,Jayanagar,Home Needs,155.11,13,Cloudy,40,0,500,115.11000000000001
104992,2025-01-24 21:49:00,HSR Layout,Home Needs,989.22,21,Clear,40,50,500,899.22
104993,2025-01-06 13:34:00,Indiranagar,Home Needs,896.91,22,Clear,40,0,500,856.91
104994,2025-01-03 03:26:00,Jayanagar,Beverages,274.18,34,Rainy,45,50,500,179.18
104995,2025-01-30 17:01:00,Koramangala,Beverages,229.93,15,Clear,40,50,500,139.93
104996,2025-01-24 17:47:00,Indiranagar,Home Needs,508.78,33,Rainy,45,50,500,413.78
104997,2025-01-12 08:58:00,HSR Layout,Snacks,928.59,17,Cloudy,40,50,500,838.59
104998,2025-01-17 21:48:00,HSR Layout,Snacks,674.82,12,Cloudy,40,0,500,634.82
104999,2025-01-26 16:01:00,Koramangala,Home Needs,1071.15,18,Clear,40,0,500,1031.15
105000,2025-01-09 15:21:00,Jayanagar,Home Needs,858.3,23,Clear,40,0,500,818.3
105001,2025-01-01 09:14:00,Indiranagar,Perishable,247.35,23,Clear,40,0,10,207.35
105002,2025-01-16 17:49:00,Koramangala,Snacks,1167.11,22,Cloudy,40,100,500,1027.11
105003,2025-01-16 03:58:00,HSR Layout,Snacks,874.99,24,Clear,40,0,500,834.99
105004,2025-01-13 20:51:00,Jayanagar,Snacks,711.83,26,Rainy,40,100,500,571.83
105005,2025-01-11 21:53:00,Whitefield,Perishable,1178.83,31,Rainy,45,0,2,1133.83
105006,2025-01-25 21:45:00,Jayanagar,Perishable,576.71,21,Clear,40,0,35,536.71
105007,2025-01-04 17:04:00,Koramangala,Beverages,993.7,18,Clear,40,0,500,953.7
105008,2025-01-08 00:17:00,Jayanagar,Home Needs,740.07,16,Clear,40,50,500,650.07
105009,2025-01-27 07:29:00,Indiranagar,Perishable,875.58,15,Clear,40,50,37,785.58
105010,2025-01-11 09:45:00,Jayanagar,Home Needs,1070.09,13,Clear,40,0,500,1030.09
105011,2025-01-26 21:11:00,Jayanagar,Home Needs,417.84,22,Clear,40,50,500,327.84
105012,2025-01-19 19:21:00,HSR Layout,Snacks,1027.07,25,Clear,40,0,500,987.0699999999999
105013,2025-01-28 21:27:00,Koramangala,Beverages,509.93,10,Cloudy,40,0,500,469.93
105014,2025-01-04 19:26:00,Indiranagar,Beverages,364.93,19,Clear,40,50,500,274.93
105015,2025-01-19 00:42:00,HSR Layout,Home Needs,764.33,17,Cloudy,40,0,500,724.33
105016,2025-01-22 21:07:00,Whitefield,Snacks,728.34,15,Cloudy,40,50,500,638.34
105017,2025-01-09 19:58:00,Jayanagar,Beverages,904.35,11,Clear,40,0,500,864.35
105018,2025-01-03 21:28:00,Indiranagar,Beverages,733.99,13,Clear,40,0,500,693.99
105019,2025-01-22 18:45:00,Jayanagar,Home Needs,818.07,20,Clear,40,50,500,728.07
105020,2025-01-13 21:04:00,Koramangala,Perishable,1049.26,19,Clear,40,100,19,909.26
105021,2025-01-03 10:44:00,HSR Layout,Snacks,806.79,17,Clear,40,0,500,766.79
105022,2025-01-23 20:22:00,Koramangala,Snacks,821.9,25,Clear,40,0,500,781.9
105023,2025-01-22 11:34:00,Whitefield,Home Needs,1052.42,25,Clear,40,100,500,912.4200000000001
105024,2025-01-18 20:07:00,Koramangala,Perishable,1114.22,23,Cloudy,40,0,25,1074.22
105025,2025-01-09 20:40:00,Whitefield,Beverages,250.65,12,Clear,40,0,500,210.65
105026,2025-01-17 21:35:00,Koramangala,Perishable,1027.58,24,Clear,40,0,44,987.5799999999999
105027,2025-01-29 18:33:00,Jayanagar,Home Needs,226.63,10,Clear,40,50,500,136.63
105028,2025-01-24 17:36:00,Indiranagar,Perishable,1188.29,28,Rainy,40,0,20,1148.29
105029,2025-01-30 18:25:00,HSR Layout,Home Needs,550.92,12,Clear,40,0,500,510.91999999999996
105030,2025-01-19 11:54:00,Jayanagar,Snacks,213.37,24,Clear,40,0,500,173.37
105031,2025-01-26 18:19:00,Koramangala,Home Needs,1066.82,25,Clear,40,0,500,1026.82
105032,2025-01-31 08:46:00,Jayanagar,Home Needs,1168.57,15,Clear,40,0,500,1128.57
105033,2025-01-16 19:46:00,Whitefield,Home Needs,737.55,40,Rainy,45,50,500,642.55
105034,2025-01-01 17:03:00,Whitefield,Perishable,814.15,20,Cloudy,40,0,12,774.15
105035,2025-01-11 21:59:00,Indiranagar,Snacks,240.87,25,Rainy,40,100,500,100.87
105036,2025-01-06 19:48:00,Koramangala,Beverages,657.22,11,Clear,40,100,500,517.22
105037,2025-01-14 23:42:00,Whitefield,Beverages,914.41,14,Clear,40,100,500,774.41
105038,2025-01-14 10:23:00,Koramangala,Snacks,1020.39,21,Clear,40,50,500,930.39
105039,2025-01-03 05:26:00,HSR Layout,Beverages,945.88,14,Cloudy,40,0,500,905.88
105040,2025-01-25 18:45:00,Indiranagar,Perishable,348.36,25,Clear,40,0,48,308.36
105041,2025-01-19 19:53:00,Indiranagar,Beverages,198.98,17,Clear,40,50,500,108.97999999999999
105042,2025-01-17 03:49:00,Indiranagar,Beverages,1115.0,23,Clear,40,100,500,975.0
105043,2025-01-08 19:10:00,Indiranagar,Beverages,990.58,11,Clear,40,100,500,850.58
105044,2025-01-31 20:56:00,Jayanagar,Snacks,436.61,18,Clear,40,100,500,296.61
105045,2025-01-05 10:43:00,Whitefield,Beverages,908.66,24,Clear,40,50,500,818.66
105046,2025-01-30 15:43:00,Koramangala,Beverages,514.99,40,Rainy,45,0,500,469.99
105047,2025-01-22 20:55:00,HSR Layout,Home Needs,564.72,24,Clear,40,0,500,524.72
105048,2025-01-14 18:30:00,Whitefield,Home Needs,860.83,27,Rainy,40,100,500,720.83
105049,2025-01-17 11:10:00,Jayanagar,Perishable,619.09,18,Clear,40,50,31,529.09
105050,2025-01-19 22:22:00,Indiranagar,Perishable,353.52,20,Clear,40,0,10,313.52
105051,2025-01-02 23:11:00,Whitefield,Snacks,567.06,17,Clear,40,0,500,527.06
105052,2025-01-07 19:08:00,Whitefield,Home Needs,512.58,21,Clear,40,50,500,422.58000000000004
105053,2025-01-08 11:15:00,Indiranagar,Perishable,1199.05,24,Clear,40,0,3,1159.05
105054,2025-01-24 13:24:00,Koramangala,Home Needs,240.87,20,Clear,40,0,500,200.87
105055,2025-01-21 11:09:00,HSR Layout,Beverages,569.7,25,Clear,40,0,500,529.7
105056,2025-01-04 19:08:00,HSR Layout,Snacks,656.3,10,Clear,40,0,500,616.3
105057,2025-01-24 07:51:00,HSR Layout,Snacks,569.41,23,Clear,40,100,500,429.40999999999997
105058,2025-01-30 07:13:00,Koramangala,Snacks,667.2,17,Clear,40,0,500,627.2
105059,2025-01-09 07:08:00,Koramangala,Home Needs,882.01,30,Rainy,40,100,500,742.01
105060,2025-01-08 02:29:00,Koramangala,Snacks,672.16,15,Clear,40,0,500,632.16
105061,2025-01-11 21:48:00,Jayanagar,Snacks,257.11,32,Rainy,45,0,500,212.11
105062,2025-01-23 07:30:00,Indiranagar,Perishable,720.38,34,Rainy,45,0,42,675.38
105063,2025-01-07 17:16:00,Indiranagar,Snacks,930.22,25,Rainy,40,0,500,890.22
105064,2025-01-07 18:12:00,Koramangala,Snacks,866.94,16,Clear,40,100,500,726.94
105065,2025-01-09 23:23:00,Whitefield,Perishable,284.28,25,Clear,40,100,41,144.27999999999997
105066,2025-01-30 18:00:00,HSR Layout,Beverages,380.08,13,Clear,40,100,500,240.07999999999998
105067,2025-01-17 03:51:00,HSR Layout,Perishable,651.39,23,Clear,40,100,43,511.39
105068,2025-01-13 08:34:00,Indiranagar,Beverages,460.58,21,Clear,40,0,500,420.58
105069,2025-01-10 18:46:00,Koramangala,Perishable,536.03,17,Clear,40,50,40,446.03
105070,2025-01-22 03:10:00,Whitefield,Home Needs,181.62,16,Clear,40,0,500,141.62
105071,2025-01-21 21:52:00,Whitefield,Snacks,830.08,23,Clear,40,100,500,690.08
105072,2025-01-17 18:23:00,Jayanagar,Snacks,426.23,29,Rainy,40,100,500,286.23
105073,2025-01-18 20:13:00,Jayanagar,Perishable,382.0,24,Clear,40,100,39,242.0
105074,2025-01-15 21:58:00,Jayanagar,Snacks,861.61,12,Clear,40,0,500,821.61
105075,2025-01-01 21:15:00,Koramangala,Perishable,773.56,21,Clear,40,100,44,633.56
105076,2025-01-14 12:22:00,HSR Layout,Perishable,864.98,10,Clear,40,0,22,824.98
105077,2025-01-01 20:25:00,Whitefield,Beverages,1070.8,22,Clear,40,0,500,1030.8
105078,2025-01-13 11:41:00,Whitefield,Snacks,1189.99,25,Clear,40,50,500,1099.99
105079,2025-01-16 21:05:00,HSR Layout,Beverages,408.94,36,Rainy,45,100,500,263.94
105080,2025-01-03 18:56:00,Indiranagar,Snacks,704.12,15,Clear,40,0,500,664.12
105081,2025-01-05 17:54:00,Whitefield,Beverages,327.34,13,Clear,40,0,500,287.34
105082,2025-01-12 21:36:00,Whitefield,Snacks,1102.92,24,Clear,40,0,500,1062.92
105083,2025-01-07 17:36:00,Whitefield,Snacks,776.4,18,Clear,40,100,500,636.4
105084,2025-01-11 17:58:00,Jayanagar,Home Needs,157.58,21,Clear,40,0,500,117.58000000000001
105085,2025-01-26 17:47:00,HSR Layout,Beverages,530.41,21,Clear,40,0,500,490.40999999999997
105086,2025-01-03 17:30:00,Indiranagar,Beverages,378.06,11,Clear,40,0,500,338.06
105087,2025-01-24 09:54:00,Indiranagar,Perishable,845.3,24,Clear,40,0,25,805.3
105088,2025-01-22 20:24:00,Koramangala,Snacks,518.47,22,Clear,40,50,500,428.47
105089,2025-01-07 18:46:00,Koramangala,Snacks,1144.43,31,Rainy,45,0,500,1099.43
105090,2025-01-30 19:32:00,Whitefield,Home Needs,742.49,12,Clear,40,50,500,652.49
105091,2025-01-22 16:25:00,Indiranagar,Perishable,759.27,11,Clear,40,100,1,619.27
105092,2025-01-10 19:35:00,Jayanagar,Beverages,566.15,10,Clear,40,50,500,476.15
105093,2025-01-07 20:54:00,Koramangala,Beverages,475.02,24,Cloudy,40,100,500,335.02
105094,2025-01-29 09:36:00,Koramangala,Beverages,689.8,21,Clear,40,0,500,649.8
105095,2025-01-03 18:30:00,Whitefield,Perishable,976.24,10,Clear,40,100,13,836.24
105096,2025-01-16 01:06:00,Whitefield,Home Needs,1111.06,21,Cloudy,40,100,500,971.06
105097,2025-01-04 10:00:00,HSR Layout,Home Needs,938.79,17,Cloudy,40,0,500,898.79
105098,2025-01-14 19:27:00,Jayanagar,Home Needs,417.69,40,Rainy,45,0,500,372.69
105099,2025-01-23 10:14:00,Jayanagar,Beverages,956.52,11,Clear,40,0,500,916.52
105100,2025-01-05 17:32:00,Jayanagar,Perishable,842.14,22,Clear,40,50,23,752.14
105101,2025-01-30 13:05:00,Jayanagar,Snacks,614.63,19,Clear,40,50,500,524.63
105102,2025-01-15 09:05:00,Jayanagar,Snacks,1175.5,18,Clear,40,0,500,1135.5
105103,2025-01-27 20:16:00,HSR Layout,Perishable,786.54,22,Clear,40,100,21,646.54
105104,2025-01-20 02:13:00,Jayanagar,Perishable,564.82,20,Clear,40,0,10,524.82
105105,2025-01-08 22:02:00,Jayanagar,Beverages,444.44,15,Clear,40,0,500,404.44
105106,2025-01-30 08:14:00,HSR Layout,Snacks,526.24,22,Clear,40,100,500,386.24
105107,2025-01-11 21:11:00,Indiranagar,Snacks,1011.26,36,Rainy,45,50,500,916.26
105108,2025-01-02 18:52:00,Koramangala,Beverages,216.67,11,Clear,40,0,500,176.67
105109,2025-01-11 18:55:00,HSR Layout,Beverages,802.99,22,Clear,40,50,500,712.99
105110,2025-01-01 19:57:00,HSR Layout,Perishable,372.53,37,Rainy,45,0,29,327.53
105111,2025-01-09 22:29:00,Whitefield,Perishable,839.93,12,Clear,40,50,6,749.93
105112,2025-01-06 01:11:00,Indiranagar,Home Needs,196.49,17,Clear,40,100,500,56.49000000000001
105113,2025-01-27 19:43:00,Whitefield,Home Needs,1177.99,38,Rainy,45,100,500,1032.99
105114,2025-01-23 10:59:00,Indiranagar,Perishable,194.53,19,Clear,40,0,21,154.53
105115,2025-01-17 17:38:00,Koramangala,Snacks,377.51,14,Clear,40,100,500,237.51
105116,2025-01-14 21:45:00,Whitefield,Perishable,255.44,17,Clear,40,100,21,115.44
105117,2025-01-11 20:47:00,Indiranagar,Perishable,325.72,20,Clear,40,50,13,235.72000000000003
105118,2025-01-26 20:33:00,Indiranagar,Perishable,1191.09,10,Clear,40,0,12,1151.09
105119,2025-01-28 20:18:00,HSR Layout,Beverages,249.41,12,Clear,40,0,500,209.41
105120,2025-01-18 18:03:00,Whitefield,Perishable,777.62,13,Clear,40,0,26,737.62
105121,2025-01-21 17:50:00,HSR Layout,Perishable,1070.94,20,Clear,40,0,37,1030.94
105122,2025-01-04 11:42:00,Jayanagar,Snacks,1024.98,23,Cloudy,40,100,500,884.98
105123,2025-01-15 09:05:00,Jayanagar,Beverages,984.7,40,Rainy,45,0,500,939.7
105124,2025-01-16 23:00:00,Jayanagar,Perishable,824.11,14,Clear,40,100,14,684.11
105125,2025-01-23 19:10:00,Jayanagar,Home Needs,168.14,13,Clear,40,100,500,28.139999999999986
105126,2025-01-14 04:05:00,Koramangala,Snacks,367.91,14,Clear,40,0,500,327.91
105127,2025-01-25 21:12:00,HSR Layout,Home Needs,321.35,14,Clear,40,0,500,281.35
105128,2025-01-19 18:55:00,HSR Layout,Perishable,849.01,16,Clear,40,50,44,759.01
105129,2025-01-03 21:59:00,Whitefield,Beverages,531.38,21,Clear,40,50,500,441.38
105130,2025-01-05 19:45:00,Whitefield,Home Needs,717.95,22,Clear,40,50,500,627.95
105131,2025-01-04 19:04:00,Koramangala,Beverages,978.44,14,Cloudy,40,0,500,938.44
105132,2025-01-21 20:14:00,Indiranagar,Beverages,771.5,21,Clear,40,0,500,731.5
105133,2025-01-14 17:20:00,Whitefield,Perishable,326.42,13,Clear,40,100,28,186.42000000000002
105134,2025-01-02 13:53:00,Indiranagar,Perishable,1094.18,14,Clear,40,0,44,1054.18
105135,2025-01-20 15:54:00,Jayanagar,Snacks,355.45,15,Clear,40,0,500,315.45
105136,2025-01-12 22:37:00,Jayanagar,Beverages,759.85,14,Clear,40,0,500,719.85
105137,2025-01-14 21:50:00,Koramangala,Snacks,270.77,19,Clear,40,0,500,230.76999999999998
105138,2025-01-20 18:27:00,Jayanagar,Perishable,1038.11,37,Rainy,45,0,37,993.1099999999999
105139,2025-01-25 15:25:00,Jayanagar,Perishable,1165.23,21,Clear,40,0,23,1125.23
105140,2025-01-06 16:05:00,Indiranagar,Snacks,942.26,16,Clear,40,50,500,852.26
105141,2025-01-01 21:33:00,Indiranagar,Beverages,975.32,28,Rainy,40,100,500,835.32
105142,2025-01-25 08:00:00,HSR Layout,Home Needs,934.51,23,Clear,40,0,500,894.51
105143,2025-01-29 17:34:00,Indiranagar,Beverages,1102.39,18,Clear,40,0,500,1062.39
105144,2025-01-26 18:49:00,Jayanagar,Snacks,436.83,20,Clear,40,0,500,396.83
105145,2025-01-09 17:36:00,HSR Layout,Perishable,1011.24,10,Clear,40,100,44,871.24
105146,2025-01-26 13:54:00,HSR Layout,Perishable,584.67,14,Clear,40,50,17,494.66999999999996
105147,2025-01-11 17:25:00,Whitefield,Snacks,868.47,21,Cloudy,40,100,500,728.47
105148,2025-01-21 21:02:00,Whitefield,Home Needs,298.74,18,Clear,40,0,500,258.74
105149,2025-01-10 04:09:00,Jayanagar,Perishable,454.87,36,Rainy,45,50,42,359.87
105150,2025-01-15 21:58:00,Whitefield,Snacks,482.01,31,Rainy,45,100,500,337.01
105151,2025-01-10 08:29:00,Whitefield,Beverages,785.06,21,Cloudy,40,0,500,745.06
105152,2025-01-02 11:06:00,Whitefield,Home Needs,670.14,37,Rainy,45,0,500,625.14
105153,2025-01-16 21:18:00,Whitefield,Home Needs,761.57,10,Clear,40,0,500,721.57
105154,2025-01-31 21:50:00,Whitefield,Snacks,789.19,24,Clear,40,50,500,699.19
105155,2025-01-03 22:07:00,Whitefield,Beverages,293.96,22,Clear,40,50,500,203.95999999999998
105156,2025-01-01 21:49:00,Koramangala,Home Needs,776.6,14,Clear,40,0,500,736.6
105157,2025-01-26 19:25:00,Jayanagar,Beverages,657.27,11,Clear,40,0,500,617.27
105158,2025-01-13 17:23:00,Whitefield,Snacks,1031.15,25,Clear,40,0,500,991.1500000000001
105159,2025-01-02 19:10:00,Indiranagar,Home Needs,1012.95,25,Clear,40,0,500,972.95
105160,2025-01-07 18:05:00,Koramangala,Home Needs,305.36,15,Clear,40,0,500,265.36
105161,2025-01-11 21:09:00,HSR Layout,Beverages,1022.7,10,Clear,40,100,500,882.7
105162,2025-01-11 10:47:00,Jayanagar,Home Needs,780.21,12,Clear,40,50,500,690.21
105163,2025-01-06 16:06:00,HSR Layout,Perishable,506.45,14,Clear,40,0,41,466.45
105164,2025-01-12 17:58:00,Koramangala,Home Needs,359.18,12,Cloudy,40,0,500,319.18
105165,2025-01-24 19:07:00,Jayanagar,Home Needs,540.04,23,Clear,40,0,500,500.03999999999996
105166,2025-01-11 07:39:00,Jayanagar,Snacks,452.56,14,Clear,40,0,500,412.56
105167,2025-01-05 09:08:00,Indiranagar,Perishable,784.76,29,Rainy,40,100,18,644.76
105168,2025-01-30 11:16:00,Koramangala,Perishable,982.47,18,Clear,40,0,18,942.47
105169,2025-01-28 14:01:00,Jayanagar,Beverages,687.59,18,Cloudy,40,0,500,647.59
105170,2025-01-22 08:53:00,Whitefield,Beverages,771.33,14,Clear,40,0,500,731.33
105171,2025-01-02 08:48:00,Koramangala,Perishable,1124.37,38,Rainy,45,100,10,979.3699999999999
105172,2025-01-08 21:05:00,Koramangala,Beverages,803.84,12,Clear,40,100,500,663.84
105173,2025-01-04 17:41:00,Indiranagar,Perishable,994.22,22,Cloudy,40,0,20,954.22
105174,2025-01-06 17:26:00,HSR Layout,Beverages,695.28,23,Clear,40,0,500,655.28
105175,2025-01-22 18:21:00,HSR Layout,Beverages,624.24,19,Clear,40,0,500,584.24
105176,2025-01-28 07:08:00,Whitefield,Snacks,955.61,34,Rainy,45,100,500,810.61
105177,2025-01-17 17:34:00,Koramangala,Snacks,936.43,25,Clear,40,0,500,896.43
105178,2025-01-11 20:19:00,HSR Layout,Snacks,284.67,20,Clear,40,0,500,244.67000000000002
105179,2025-01-11 07:07:00,Indiranagar,Beverages,1168.5,15,Clear,40,100,500,1028.5
105180,2025-01-01 21:21:00,Indiranagar,Snacks,414.35,21,Cloudy,40,0,500,374.35
105181,2025-01-18 21:47:00,Jayanagar,Snacks,686.32,25,Cloudy,40,0,500,646.32
105182,2025-01-01 00:16:00,Whitefield,Beverages,646.46,22,Clear,40,50,500,556.46
105183,2025-01-23 20:02:00,Jayanagar,Snacks,717.35,25,Clear,40,0,500,677.35
105184,2025-01-11 18:45:00,Jayanagar,Beverages,232.98,14,Clear,40,0,500,192.98
105185,2025-01-21 15:30:00,HSR Layout,Snacks,225.87,16,Cloudy,40,50,500,135.87
105186,2025-01-18 17:23:00,Jayanagar,Snacks,257.86,14,Clear,40,50,500,167.86
105187,2025-01-05 23:06:00,Indiranagar,Beverages,1033.47,12,Clear,40,0,500,993.47
105188,2025-01-26 09:16:00,Koramangala,Perishable,817.35,13,Clear,40,0,25,777.35
105189,2025-01-03 20:17:00,HSR Layout,Home Needs,299.45,37,Rainy,45,0,500,254.45
105190,2025-01-12 20:45:00,Whitefield,Home Needs,434.78,31,Rainy,45,0,500,389.78
105191,2025-01-03 11:38:00,Jayanagar,Beverages,251.52,13,Cloudy,40,0,500,211.52
105192,2025-01-08 21:14:00,Koramangala,Home Needs,974.77,24,Clear,40,0,500,934.77
105193,2025-01-20 08:27:00,Jayanagar,Beverages,179.91,10,Cloudy,40,0,500,139.91
105194,2025-01-24 21:13:00,HSR Layout,Snacks,459.22,25,Cloudy,40,0,500,419.22
105195,2025-01-24 21:45:00,Jayanagar,Home Needs,1004.41,23,Clear,40,0,500,964.41
105196,2025-01-24 19:33:00,Jayanagar,Perishable,1029.76,25,Clear,40,100,26,889.76
105197,2025-01-02 05:45:00,Koramangala,Perishable,534.67,29,Rainy,40,50,39,444.66999999999996
105198,2025-01-09 17:13:00,Whitefield,Beverages,1176.51,17,Clear,40,100,500,1036.51
105199,2025-01-05 17:31:00,HSR Layout,Perishable,1150.21,16,Clear,40,0,8,1110.21
105200,2025-01-06 09:10:00,Koramangala,Snacks,1064.49,20,Clear,40,0,500,1024.49
105201,2025-01-18 09:02:00,Whitefield,Perishable,454.33,16,Clear,40,0,20,414.33
105202,2025-01-24 22:56:00,Jayanagar,Snacks,987.43,24,Clear,40,0,500,947.43
105203,2025-01-15 12:30:00,Whitefield,Home Needs,156.7,10,Clear,40,0,500,116.69999999999999
105204,2025-01-13 18:24:00,Whitefield,Home Needs,572.33,10,Clear,40,50,500,482.33000000000004
105205,2025-01-13 20:45:00,Koramangala,Snacks,1047.55,29,Rainy,40,0,500,1007.55
105206,2025-01-28 11:11:00,Jayanagar,Snacks,276.97,16,Clear,40,100,500,136.97000000000003
105207,2025-01-14 21:55:00,Jayanagar,Snacks,654.8,33,Rainy,45,50,500,559.8
105208,2025-01-05 19:27:00,HSR Layout,Snacks,778.63,16,Clear,40,0,500,738.63
105209,2025-01-30 17:19:00,HSR Layout,Beverages,748.42,11,Clear,40,50,500,658.42
105210,2025-01-13 09:42:00,Whitefield,Perishable,1081.82,21,Clear,40,0,7,1041.82
105211,2025-01-06 18:12:00,HSR Layout,Home Needs,365.86,20,Clear,40,100,500,225.86
105212,2025-01-26 20:46:00,HSR Layout,Perishable,268.09,34,Rainy,45,50,23,173.08999999999997
105213,2025-01-04 13:09:00,HSR Layout,Snacks,274.27,37,Rainy,45,0,500,229.26999999999998
105214,2025-01-15 07:35:00,Indiranagar,Beverages,945.0,25,Rainy,40,0,500,905.0
105215,2025-01-18 09:45:00,Koramangala,Beverages,415.04,13,Clear,40,0,500,375.04
105216,2025-01-23 19:26:00,HSR Layout,Home Needs,1122.0,21,Clear,40,100,500,982.0
105217,2025-01-30 21:16:00,Koramangala,Perishable,803.8,25,Clear,40,100,13,663.8
105218,2025-01-30 12:06:00,Koramangala,Beverages,353.09,22,Clear,40,0,500,313.09
105219,2025-01-19 17:31:00,Koramangala,Beverages,569.74,23,Clear,40,100,500,429.74
105220,2025-01-16 19:30:00,Whitefield,Home Needs,746.35,36,Rainy,45,100,500,601.35
105221,2025-01-14 21:04:00,Koramangala,Home Needs,243.76,18,Cloudy,40,100,500,103.75999999999999
105222,2025-01-03 11:37:00,HSR Layout,Snacks,963.15,25,Rainy,40,100,500,823.15
105223,2025-01-21 16:34:00,HSR Layout,Snacks,603.97,25,Clear,40,0,500,563.97
105224,2025-01-07 17:12:00,Jayanagar,Perishable,863.56,25,Cloudy,40,50,8,773.56
105225,2025-01-12 19:55:00,Indiranagar,Perishable,248.68,12,Cloudy,40,0,40,208.68
105226,2025-01-04 20:21:00,HSR Layout,Perishable,473.21,15,Cloudy,40,0,27,433.21
105227,2025-01-09 20:31:00,Jayanagar,Snacks,946.05,18,Clear,40,100,500,806.05
105228,2025-01-20 11:00:00,Indiranagar,Perishable,1057.21,22,Clear,40,0,25,1017.21
105229,2025-01-25 02:52:00,HSR Layout,Beverages,889.24,10,Clear,40,0,500,849.24
105230,2025-01-27 17:40:00,Jayanagar,Perishable,509.76,25,Clear,40,0,34,469.76
105231,2025-01-22 22:59:00,Indiranagar,Beverages,626.9,22,Cloudy,40,50,500,536.9
105232,2025-01-22 09:14:00,Whitefield,Beverages,340.58,11,Clear,40,100,500,200.57999999999998
105233,2025-01-22 17:25:00,Indiranagar,Perishable,991.01,16,Clear,40,50,12,901.01
105234,2025-01-14 20:19:00,Koramangala,Snacks,209.99,22,Clear,40,100,500,69.99000000000001
105235,2025-01-19 18:28:00,Koramangala,Home Needs,1106.73,25,Cloudy,40,0,500,1066.73
105236,2025-01-22 20:54:00,HSR Layout,Home Needs,1110.76,24,Clear,40,100,500,970.76
105237,2025-01-07 19:10:00,Whitefield,Beverages,157.47,13,Clear,40,0,500,117.47
105238,2025-01-10 12:43:00,Jayanagar,Perishable,1025.21,24,Clear,40,50,14,935.21
105239,2025-01-21 17:51:00,Koramangala,Beverages,154.83,23,Clear,40,100,500,14.830000000000013
105240,2025-01-11 11:26:00,Jayanagar,Beverages,942.04,11,Clear,40,100,500,802.04
105241,2025-01-11 20:43:00,Jayanagar,Beverages,360.49,21,Clear,40,100,500,220.49
105242,2025-01-13 04:30:00,Jayanagar,Home Needs,1020.74,31,Rainy,45,50,500,925.74
105243,2025-01-09 01:17:00,Whitefield,Perishable,326.63,16,Cloudy,40,0,32,286.63
105244,2025-01-13 18:53:00,Whitefield,Beverages,1079.27,21,Clear,40,100,500,939.27
105245,2025-01-13 11:51:00,HSR Layout,Home Needs,694.15,22,Clear,40,50,500,604.15
105246,2025-01-20 11:16:00,Jayanagar,Home Needs,1171.07,12,Clear,40,0,500,1131.07
105247,2025-01-12 18:53:00,Koramangala,Home Needs,1046.35,18,Clear,40,0,500,1006.3499999999999
105248,2025-01-21 18:02:00,Koramangala,Home Needs,174.69,21,Clear,40,0,500,134.69
